trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
730	Team Magma Grunt Magma Hideout15	Team Magma Grunt Magma Hideout	15	route	Singles	Check Bad Move	1	70	70	FALSE	FALSE	Granbull:70:UNK:NONE:Hardy:Payback,Hammer Arm,Crunch,Outrage	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
731	Team Magma Grunt Magma Hideout16	Team Magma Grunt Magma Hideout	16	route	Singles	Check Bad Move	1	70	70	FALSE	FALSE	Weavile:70:UNK:NONE:Hardy:Night Slash,Snatch,Punishment,Dark Pulse	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
732	Magma Admin Tabitha Magma Hideout	Magma Admin Tabitha Magma Hideout	1	admin	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	80	80	TRUE	TRUE	Pawmot:80:Iron Fist:Punching Glove:Jolly:Drain Punch,Thunder Punch,Fire Punch,Ice Punch|Emboar:80:Bull Rush:Life Orb:Jolly:Flare Blitz,Earthquake,Head Smash,Close Combat|Hydreigon:80:Levitate:Choice Specs:Timid:Dark Pulse,Dragon Pulse,Flash Cannon,Hydro Pump|Houndoom:80:Flash Fire:Houndoominite:Timid:Flamethrower,Fiery Wrath,Sludge Bomb,Scorching Sands|Houndoom-Mega:80:Dark Aura:Houndoominite:Timid:Flamethrower,Fiery Wrath,Sludge Bomb,Scorching Sands	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
733	Cooltrainer Darcy	Cooltrainer Darcy	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	70	70	FALSE	FALSE	Greedent:70:UNK:NONE:Hardy:Counter,Super Fang,Belch,Recycle|Liepard:70:UNK:NONE:Hardy:Night Slash,Snatch,Nasty Plot,Play Rough	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
734	Magma Leader Maxie Mossdeep	Magma Leader Maxie Mossdeep	1	team_boss	Singles	Check Bad Move,Try To Faint,Check Viability	3	42	44	FALSE	FALSE	Mightyena:42:UNK:NONE:Hardy:Scary Face,Crunch,Taunt,Embargo|Crobat:43:UNK:NONE:Hardy:Leech Life,Dual Wingbeat,Haze,Venoshock|Camerupt:44:UNK:NONE:Hardy:Earth Power,Curse,Take Down,Yawn	18 hp,18 at,18 df,18 sa,18 sd,18 sp|18 hp,18 at,18 df,18 sa,18 sd,18 sp|18 hp,18 at,18 df,18 sa,18 sd,18 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
735	Swimmer M Pete	Swimmer M Pete	1	route	Singles	Check Bad Move	1	50	50	FALSE	FALSE	Feraligatr:50:UNK:NONE:Hardy:Screech,Thrash,Aqua Fang,Superpower	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
736	Swimmer F Isabelle	Swimmer F Isabelle	1	route	Singles	Check Bad Move	1	50	50	FALSE	FALSE	Azumarill:50:UNK:NONE:Hardy:Aqua Ring,Rain Dance,Double-Edge,Superpower	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
737	Ruin Maniac Andres	Ruin Maniac Andres	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Gigalith:55:UNK:NONE:Hardy:Stealth Rock,Sandstorm,Stone Edge,Explosion|Excadrill:55:UNK:NONE:Hardy:Rock Slide,Earthquake,Sandstorm,Drill Run	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
738	Bird Keeper Josue	Bird Keeper Josue	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Braviary:55:UNK:NONE:Hardy:Crush Claw,Sky Drop,Whirlwind,Double-Edge|Swanna:55:UNK:NONE:Hardy:Rain Dance,Tailwind,Hydro Pump,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
739	Triathlete Camron	Triathlete Camron	1	route	Singles	Check Bad Move	2	55	56	FALSE	FALSE	Floatzel:56:UNK:NONE:Hardy:Double Hit,Whirlpool,Aqua Tail,Hydro Pump|Pyukumuku:55:UNK:NONE:Hardy:Recover,Soak,Toxic,Memento	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
740	Sailor Cory	Sailor Cory	1	route	Singles	Check Bad Move	2	54	54	FALSE	FALSE	Octillery:54:UNK:NONE:Hardy:Signal Beam,Ice Beam,Bullet Seed,Hydro Pump|Malamar:54:UNK:NONE:Hardy:Slash,Night Slash,Superpower,Psycho Boost	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
741	Cooltrainer Carolina	Cooltrainer Carolina	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	54	54	FALSE	FALSE	Manectric:54:UNK:NONE:Hardy:Roar,Wild Charge,Charge,Thunder|Corviknight:54:UNK:NONE:Hardy:Scary Face,Drill Peck,Swagger,Brave Bird	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
742	Bird Keeper Elijah	Bird Keeper Elijah	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Staraptor:55:UNK:NONE:Hardy:Dual Wingbeat,Take Down,Agility,Brave Bird|Squawkabilly:55:UNK:NONE:Hardy:Swagger,Brave Bird,Roost,Reversal	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
743	Lvl -1 Picnicker Celia	Lvl -1 Picnicker Celia	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	-2	TRUE	TRUE	Gastrodon:-2:Sand Force:Leftovers:Modest:Scald,Earth Power,Clear Smog,Recover|Wyrdeer:-2:Sap Sipper:Safety Goggles:Hasty:Psychic,Lunge,Earthquake,Hyper Voice|Dracozolt:-2:Sand Rush:Life Orb:Jolly:Bolt Beak,Dragon Claw,Earthquake,Body Slam|Mawile:-1:Intimidate:Mawilite:Adamant:Iron Head,Sucker Punch,Play Rough,Swords Dance|Mawile-Mega:-1:Huge Power:Mawilite:Adamant:Iron Head,Sucker Punch,Play Rough,Swords Dance	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 at,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
744	Lvl -2 Rival Dawn Route111	Lvl -2 Rival Dawn Route	111	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	-1	-2	TRUE	TRUE	Lopunny:-2:Limber:Silk Scarf:Jolly:Fake Out,Return,Thunder Punch,Drain Punch|Noivern:-2:Infiltrator:Expert Belt:Timid:Aeroblast,Dragon Pulse,Boomburst,Dark Pulse|Tsareena:-2:Striker:Miracle Seed:Jolly:Trop Kick,Triple Axel,High Jump Kick,Play Rough|Chandelure:-2:Flash Fire:Charcoal:Timid:Flamethrower,Shadow Ball,Psychic,Will-O-Wisp|Empoleon:-1:Torrent:Empoleonite D:Modest:Surf,Flash Cannon,Air Slash,Roost|Empoleon-Mega-D:-1:Lightning Rod:Empoleonite D:Modest:Surf,Flash Cannon,Air Slash,Roost	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|252 hp,6 sa,252 sd|252 hp,6 sa,252 sd	hzla_dynamic_calc_imp_1-3	Asserted
745	Lvl -1 Camper Branden	Lvl -1 Camper Branden	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-1	-1	TRUE	TRUE	Rotom-Mow:-1:Levitate:Focus Sash:Timid:Discharge,Giga Drain,Hex,Confuse Ray|Arcanine-Hisui:-1:Intimidate:Air Balloon:Jolly:Flare Blitz,Head Smash,Headlong Rush,Extreme Speed|Mr. Rime:-1:Screen Cleaner:Safety Goggles:Timid:Freeze-Dry,Psychic,Focus Blast,Teeter Dance	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
746	Kindler Bryant	Kindler Bryant	1	route	Singles	Check Bad Move	3	34	36	FALSE	FALSE	Probopass:34:UNK:NONE:Hardy:Power Gem,Rock Blast,Discharge,Sandstorm|Meowstic:35:UNK:NONE:Hardy:Psyshock,Charm,Miracle Eye,Reflect|Pachirisu:36:UNK:NONE:Hardy:Swift,Electro Ball,Sweet Kiss,Thunder Wave	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
747	Aroma Lady Shayla	Aroma Lady Shayla	1	route	Singles	Check Bad Move	3	34	35	FALSE	FALSE	Breloom:34:UNK:NONE:Hardy:Feint,Counter,Force Palm,Mind Reader|Audino:35:UNK:NONE:Hardy:Double Slap,Attract,Entrainment,Take Down|Pyroar:35:UNK:NONE:Hardy:Take Down,Fire Fang,Endeavor,Echoed Voice	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
748	Triathlete Kyra	Triathlete Kyra	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Dodrio:55:UNK:NONE:Hardy:Swords Dance,Jump Kick,Double-Edge,Endeavor|Swellow:55:UNK:NONE:Hardy:Agility,Dual Wingbeat,Endeavor,Brave Bird	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
749	Ninja Boy Jaiden	Ninja Boy Jaiden	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Ninjask:55:UNK:NONE:Hardy:Pounce,First Impression,Swords Dance,X-Scissor|Swalot:55:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
750	Psychic Alix	Psychic Alix	1	route	Singles	Check Bad Move	1	54	54	FALSE	FALSE	Polteageist:54:UNK:NONE:Hardy:Giga Drain,Nasty Plot,Shadow Ball,Memento	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
751	Battle Girl Helene	Battle Girl Helene	1	route	Singles	Check Bad Move	1	54	54	FALSE	FALSE	Orbeetle:54:UNK:NONE:Hardy:Psychic,After You,Calm Mind,Psychic Terrain	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
752	Psychic Marlene	Psychic Marlene	1	route	Singles	Check Bad Move	2	40	40	FALSE	FALSE	Shelgon:40:UNK:NONE:Hardy:Focus Energy,Crunch,Dragon Claw,Zen Headbutt|Boltund:40:UNK:NONE:Hardy:Spark,Charm,Crunch,Charge	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
753	Hiker Devan	Hiker Devan	1	route	Singles	Check Bad Move	2	9	10	FALSE	FALSE	Rolycoly:9:UNK:NONE:Hardy:Incinerate,Rapid Spin,Smack Down|Roggenrola:10:UNK:NONE:Hardy:Tackle,Harden,Headbutt	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
754	Youngster Johnson	Youngster Johnson	1	route	Singles	Check Bad Move	2	9	10	FALSE	FALSE	Skiddo:9:UNK:NONE:Hardy:Tackle,Growth,Vine Whip,Tail Whip|Pidove:10:UNK:NONE:Hardy:Gust,Growl,Leer,Quick Attack	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
755	Rival X	Rival X	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	TRUE	TRUE	Galvantula:0:Compound Eyes:Focus Sash:Timid:Sticky Web,Thunder,Bug Buzz,Giga Drain|Malamar:0:Contrary:Leftovers:Jolly:Superpower,Night Slash,Psycho Cut,Pluck|Darmanitan:0:Sheer Force:Life Orb:Jolly:Flare Blitz,Rock Slide,Earthquake,Brick Break|Mimikyu:0:Disguise:Spell Tag:Jolly:Swords Dance,Shadow Claw,Play Rough,Shadow Sneak|Greninja:0:Protean:Expert Belt:Timid:Water Shuriken,Ice Beam,Dark Pulse,Surf|Torterra:0:Overgrow:Torterrite:Adamant:Seed Bomb,Earthquake,Rock Slide,Heavy Slam|Torterra-Mega:0:Ice Eater:Torterrite:Adamant:Seed Bomb,Earthquake,Rock Slide,Heavy Slam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
756	Psychic Brandi	Psychic Brandi	1	route	Singles	Check Bad Move	2	26	26	FALSE	FALSE	Graveler-Alola:26:UNK:NONE:Hardy:Rock Throw,Smack Down,Thunder Punch,Self-Destruct|Ariados:26:UNK:NONE:Hardy:Night Shade,Shadow Sneak,Poison Fang,Sucker Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
757	Battle Girl Aisha	Battle Girl Aisha	1	route	Singles	Check Bad Move	2	26	26	FALSE	FALSE	Liepard:26:UNK:NONE:Hardy:Pursuit,Torment,Fake Out,Hone Claws|Alomomola:26:UNK:NONE:Hardy:Double Slap,Heal Pulse,Protect,Water Pulse	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
758	Expert Makayla	Expert Makayla	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	70	70	FALSE	FALSE	Kilowattrel:70:UNK:NONE:Hardy:Agility,Volt Switch,Discharge,Hurricane|Stonjourner:70:UNK:NONE:Hardy:Wide Guard,Heavy Slam,Stone Edge,Mega Kick	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
759	Guitarist Fabian	Guitarist Fabian	1	route	Singles	Check Bad Move	1	60	60	FALSE	FALSE	Alcremie:60:UNK:NONE:Hardy:Recover,Misty Terrain,Entrainment,Moonblast	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
760	Kindler Dayton	Kindler Dayton	1	route	Singles	Check Bad Move	2	58	58	FALSE	FALSE	Magcargo:58:UNK:NONE:Hardy:Body Slam,Recover,Flamethrower,Earth Power|Mabosstiff:58:UNK:NONE:Hardy:Swagger,Reversal,Jaw Lock,Double-Edge	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
761	Parasol Lady Raquel	Parasol Lady Raquel	1	route	Singles	Check Bad Move	1	60	60	FALSE	FALSE	Seaking:60:UNK:NONE:Hardy:Waterfall,Soak,Megahorn,Fishious Rend	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
762	Cooltrainer Leonel	Cooltrainer Leonel	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	64	64	FALSE	FALSE	Manectric:64:UNK:NONE:Hardy:Wild Charge,Charge,Thunder,Electric Terrain	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
763	Battle Girl Callie	Battle Girl Callie	1	route	Singles	Check Bad Move	2	63	63	FALSE	FALSE	Hawlucha:63:UNK:NONE:Hardy:Feather Dance,High Jump Kick,Sky Attack,Dual Wingbeat|Maractus:63:UNK:NONE:Hardy:Solar Beam,Sappy Seed,Cotton Guard,After You	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
764	Lvl -1 Bug Maniac Cale	Lvl -1 Bug Maniac Cale	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	-1	-2	TRUE	TRUE	Golduck:-2:Swift Swim:Mystic Water:Timid:Scald,Psychic,Ice Beam,Aqua Jet|Clawitzer:-2:Mega Launcher:Choice Specs:Modest:Ice Beam,Water Pulse,Dark Pulse,Aura Sphere|Shiinotic:-2:Rain Dish:Leftovers:Calm:Giga Drain,Spore,Moonblast,Flash|Zebstrika:-1:Sap Sipper:Life Orb:Jolly:Flare Blitz,Wild Charge,Facade,Zippy Zap	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
765	Pkmn Breeder Myles	Pkmn Breeder Myles	1	route	Singles	Check Bad Move	2	65	65	FALSE	FALSE	Gumshoos:65:UNK:NONE:Hardy:Hyper Fang,Yawn,Thrash,Rest|Seismitoad:65:UNK:NONE:Hardy:Drain Punch,Echoed Voice,Hydro Pump,Wave Crash	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
766	Pkmn Breeder Pat	Pkmn Breeder Pat	1	route	Singles	Check Bad Move	1	65	65	FALSE	FALSE	Accelgor:65:UNK:NONE:Hardy:Bug Buzz,Recover,Power Swap,Final Gambit	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
767	Cooltrainer Cristin	Cooltrainer Cristin	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	64	64	FALSE	FALSE	Exploud:64:UNK:NONE:Hardy:Synchronoise,Boomburst,Overdrive,Hyper Beam|Cinccino:64:UNK:NONE:Hardy:Tickle,Sing,Tail Slap,Tidy Up	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
768	Lvl -2 Rival May Rustboro Treecko	Lvl -2 Rival May Rustboro Treecko	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	-1	-2	TRUE	FALSE	Golbat:-2:Sniper:Muscle Band:Jolly:Wing Attack,Cross Poison,Bite,U-turn|Hattrem:-2:Magic Bounce:Wise Glasses:Modest:Draining Kiss,Psybeam,Thunder Wave,Life Dew|Kubfu:-2:Inner Focus:Muscle Band:Adamant:Rock Smash,Aerial Ace,Headbutt,Thunder Punch|Combusken:-1:Striker:Sitrus Berry:Adamant:Double Kick,Rock Tomb,Flame Charge,Thunder Punch	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
769	Lvl -2 Rival May Rustboro Torchic	Lvl -2 Rival May Rustboro Torchic	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	-1	-2	TRUE	FALSE	Golbat:-2:Sniper:Muscle Band:Jolly:Wing Attack,Cross Poison,Bite,U-turn|Hattrem:-2:Magic Bounce:Wise Glasses:Modest:Draining Kiss,Psybeam,Thunder Wave,Life Dew|Kubfu:-2:Inner Focus:Muscle Band:Adamant:Rock Smash,Aerial Ace,Headbutt,Fire Punch|Marshtomp:-1:Torrent:Sitrus Berry:Quiet:Water Pulse,Rock Tomb,Mud Shot,Ice Punch	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
770	Leader Roxanne2	Leader Roxanne	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	4	14	15	TRUE	TRUE	Rhyhorn:14:Lightning Rod:Rindo Berry:Adamant:Rock Tomb,Horn Attack,Bulldoze,Rock Smash|Wooper-Paldea:15:Water Absorb:Oran Berry:Modest:Mud Shot,Acid Spray,Yawn,Sandstorm|Gligar:15:Sand Veil:Oran Berry:Adamant:Wing Attack,Quick Attack,Bulldoze|Nosepass:15:Sturdy:Berry Juice:Impish:Rock Blast,Spark,Bulldoze,Thunder Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	36 at,36 sp|36 sa,36 sp|36 at,36 sp|36 at,36 df	hzla_dynamic_calc_imp_1-3	Asserted
771	Leader Roxanne3	Leader Roxanne	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	4	14	15	TRUE	TRUE	Rhyhorn:14:Lightning Rod:Rindo Berry:Adamant:Rock Tomb,Horn Attack,Bulldoze,Rock Smash|Wooper-Paldea:15:Water Absorb:Oran Berry:Modest:Mud Shot,Acid Spray,Yawn,Sandstorm|Gligar:15:Sand Veil:Oran Berry:Adamant:Wing Attack,Quick Attack,Bulldoze|Nosepass:15:Sturdy:Berry Juice:Impish:Rock Blast,Spark,Bulldoze,Thunder Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	36 at,36 sp|36 sa,36 sp|36 at,36 sp|36 at,36 df	hzla_dynamic_calc_imp_1-3	Asserted
772	Leader Roxanne4	Leader Roxanne	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	4	14	15	TRUE	TRUE	Rhyhorn:14:Lightning Rod:Rindo Berry:Adamant:Rock Tomb,Horn Attack,Bulldoze,Rock Smash|Wooper-Paldea:15:Water Absorb:Oran Berry:Modest:Mud Shot,Acid Spray,Yawn,Sandstorm|Gligar:15:Sand Veil:Oran Berry:Adamant:Wing Attack,Quick Attack,Bulldoze|Nosepass:15:Sturdy:Berry Juice:Impish:Rock Blast,Spark,Bulldoze,Thunder Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	36 at,36 sp|36 sa,36 sp|36 at,36 sp|36 at,36 df	hzla_dynamic_calc_imp_1-3	Asserted
773	Leader Roxanne5	Leader Roxanne	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	4	14	15	TRUE	TRUE	Rhyhorn:14:Lightning Rod:Rindo Berry:Adamant:Rock Tomb,Horn Attack,Bulldoze,Rock Smash|Wooper-Paldea:15:Water Absorb:Oran Berry:Modest:Mud Shot,Acid Spray,Yawn,Sandstorm|Gligar:15:Sand Veil:Oran Berry:Adamant:Wing Attack,Quick Attack,Bulldoze|Nosepass:15:Sturdy:Berry Juice:Impish:Rock Blast,Spark,Bulldoze,Thunder Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	36 at,36 sp|36 sa,36 sp|36 at,36 sp|36 at,36 df	hzla_dynamic_calc_imp_1-3	Asserted
774	Leader Brawly2	Leader Brawly	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	5	23	25	FALSE	FALSE	Pikachu-Libre:23:Lightning Rod:Light Ball:Timid:Fake Out,Electroweb,Hidden Power,Draining Kiss|Sandslash-Alola:24:Ice Scales:Chople Berry:Jolly:Ice Shard,Aerial Ace,Bulldoze,Cut|Lycanroc-Dusk:25:Tough Claws:Muscle Band:Jolly:Low Sweep,Accelerock,Bulldoze,Rock Tomb|Gurdurr:25:Iron Fist:Eviolite:Adamant:Mach Punch,Fire Punch,Low Sweep,Thunder Punch|Hariyama:25:Guts:Flame Orb:Adamant:Low Sweep,Rock Tomb,Knock Off,Fake Out	31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
